order_id,customer_id,campaign_id,order_date,product_category,product_name,quantity,unit_price,sales,profit,order_status,shipping_country
ORD000043,CUST00117,C001,2024-01-02,Home & Garden,Home & Garden Item 20,1,134.13,134.13,70.47,COMPLETED,UK
ORD000045,CUST02089,C001,2024-01-02,Books,Books Item 4,4,31.56,126.24,45.35,COMPLETED,CA
ORD000046,CUST00440,C001,2024-01-02,Home & Garden,Home & Garden Item 3,1,151.06,151.06,93.12,COMPLETED,AU
ORD000047,CUST02960,C001,2024-01-02,Home & Garden,Home & Garden Item 12,1,106.31,106.31,61.14,COMPLETED,UK
ORD000048,CUST00694,C001,2024-01-02,Sports,Sports Item 39,2,314.36,628.72,213.75,COMPLETED,US
ORD000049,CUST03147,C001,2024-01-02,Books,Books Item 18,2,25.36,50.72,20.79,COMPLETED,MX
ORD000050,CUST02402,C001,2024-01-02,Food & Beverage,Food & Beverage Item 1,3,40.28,120.84,58.62,COMPLETED,US
ORD000051,CUST03035,C001,2024-01-02,Electronics,Electronics Item 25,5,804.77,4023.85,1217.28,COMPLETED,CA
ORD000052,CUST02706,C001,2024-01-02,Clothing,Clothing Item 32,3,162.49,487.47,246.67,COMPLETED,CA
ORD000053,CUST00370,C001,2024-01-02,Electronics,Electronics Item 40,1,663.64,663.64,199.27,COMPLETED,US
ORD000054,CUST03470,C001,2024-01-02,Home & Garden,Home & Garden Item 33,5,310.75,1553.75,468.33,COMPLETED,US
ORD000055,CUST02537,C001,2024-01-02,Books,Books Item 16,4,31.99,127.96,66.92,COMPLETED,MX
ORD000056,CUST00352,C001,2024-01-02,Books,Books Item 32,1,13.5,13.5,7.39,COMPLETED,US
ORD000057,CUST00720,C001,2024-01-02,Home & Garden,Home & Garden Item 19,1,129.23,129.23,52.01,COMPLETED,AU
ORD000058,CUST04120,C001,2024-01-02,Books,Books Item 26,1,42.67,42.67,22.94,COMPLETED,UK
ORD000060,CUST02847,C001,2024-01-02,Clothing,Clothing Item 27,2,94.9,189.8,107.58,COMPLETED,MX
ORD000061,CUST03397,C001,2024-01-02,Sports,Sports Item 48,1,214.24,214.24,128.99,COMPLETED,CA
ORD000062,CUST03337,C001,2024-01-02,Sports,Sports Item 8,4,136.03,544.12,277.98,COMPLETED,US
ORD000064,CUST01218,C001,2024-01-02,Clothing,Clothing Item 42,1,117.12,117.12,53.9,COMPLETED,DE
ORD000065,CUST03695,C001,2024-01-02,Toys,Toys Item 38,2,135.09,270.18,87.68,COMPLETED,CA
ORD000066,CUST04306,C001,2024-01-02,Home & Garden,Home & Garden Item 13,2,308.86,617.72,289.3,COMPLETED,MX
ORD000067,CUST01839,C001,2024-01-02,Electronics,Electronics Item 37,2,271.53,543.06,330.74,COMPLETED,US
ORD000070,CUST00742,C001,2024-01-02,Sports,Sports Item 2,1,188.28,188.28,87.28,COMPLETED,CA
ORD000071,CUST02834,C001,2024-01-02,Clothing,Clothing Item 27,1,82.13,82.13,50.22,COMPLETED,MX
ORD000072,CUST03854,C001,2024-01-02,Clothing,Clothing Item 19,1,137.91,137.91,72.53,COMPLETED,DE
ORD000073,CUST04267,C001,2024-01-02,Clothing,Clothing Item 46,3,30.38,91.14,25.73,COMPLETED,AU
ORD000074,CUST01306,C001,2024-01-02,Home & Garden,Home & Garden Item 46,3,36.83,110.49,60.24,COMPLETED,AU
ORD000075,CUST03121,C001,2024-01-02,Clothing,Clothing Item 27,1,147.01,147.01,57.72,COMPLETED,UK
ORD000076,CUST04218,C001,2024-01-02,Books,Books Item 44,5,15.86,79.3,31.09,COMPLETED,FR
ORD000078,CUST00525,C001,2024-01-02,Books,Books Item 32,4,12.88,51.52,30.1,COMPLETED,US
ORD000079,CUST01713,C001,2024-01-03,Sports,Sports Item 40,1,162.77,162.77,82.36,COMPLETED,US
ORD000080,CUST04155,C001,2024-01-03,Electronics,Electronics Item 18,1,334.7,334.7,128.43,COMPLETED,US
ORD000082,CUST01843,C001,2024-01-03,Home & Garden,Home & Garden Item 43,2,110.92,221.84,111.26,COMPLETED,AU
ORD000083,CUST02056,C001,2024-01-03,Beauty,Beauty Item 29,2,28.25,56.5,18.88,COMPLETED,DE
ORD000084,CUST02805,C001,2024-01-03,Electronics,Electronics Item 33,3,754.68,2264.04,1304.47,COMPLETED,US
ORD000085,CUST03737,C001,2024-01-03,Beauty,Beauty Item 40,3,28.21,84.63,52.44,COMPLETED,UK
ORD000086,CUST00592,C001,2024-01-03,Home & Garden,Home & Garden Item 33,2,89.19,178.38,62.86,COMPLETED,US
ORD000087,CUST00605,C001,2024-01-03,Clothing,Clothing Item 6,1,64.25,64.25,35.11,COMPLETED,AU
ORD000089,CUST03169,C001,2024-01-03,Electronics,Electronics Item 43,1,575.62,575.62,267.21,COMPLETED,US
ORD000090,CUST02498,C001,2024-01-03,Sports,Sports Item 17,3,110.65,331.95000000000005,159.17,COMPLETED,CA
ORD000092,CUST03580,C001,2024-01-03,Clothing,Clothing Item 46,3,74.39,223.17000000000002,48.4,COMPLETED,US
ORD000093,CUST03011,C001,2024-01-03,Sports,Sports Item 14,2,259.09,518.18,296.23,COMPLETED,FR
ORD000094,CUST02987,C001,2024-01-03,Food & Beverage,Food & Beverage Item 8,3,62.98,188.94,122.23,COMPLETED,CA
ORD000095,CUST00713,C001,2024-01-03,Electronics,Electronics Item 43,1,494.76,494.76,244.91,COMPLETED,US
ORD000097,CUST01759,C001,2024-01-03,Sports,Sports Item 37,4,203.47,813.88,405.58,COMPLETED,MX
ORD000098,CUST03906,C001,2024-01-03,Home & Garden,Home & Garden Item 15,1,111.34,111.34,57.97,COMPLETED,CA
ORD000099,CUST04123,C001,2024-01-03,Clothing,Clothing Item 7,1,163.33,163.33,82.97,COMPLETED,AU
ORD000100,CUST00021,C001,2024-01-03,Clothing,Clothing Item 13,1,125.5,125.5,41.69,COMPLETED,UK
ORD000101,CUST03919,C001,2024-01-03,Electronics,Electronics Item 26,3,345.48,1036.44,623.11,COMPLETED,DE
ORD000102,CUST00047,C001,2024-01-03,Sports,Sports Item 42,1,266.38,266.38,58.9,COMPLETED,AU
ORD000103,CUST01975,C001,2024-01-03,Books,Books Item 8,1,10.6,10.6,3.33,COMPLETED,US
ORD000104,CUST02708,C001,2024-01-03,Clothing,Clothing Item 27,5,35.12,175.6,72.96,COMPLETED,CA
ORD000105,CUST04058,C001,2024-01-03,Beauty,Beauty Item 20,2,108.93,217.86,97.35,COMPLETED,US
ORD000106,CUST02408,C001,2024-01-03,Home & Garden,Home & Garden Item 3,2,337.83,675.66,306.3,COMPLETED,DE
ORD000107,CUST00456,C001,2024-01-03,Food & Beverage,Food & Beverage Item 17,1,74.77,74.77,30.83,COMPLETED,AU
ORD000108,CUST01899,C001,2024-01-03,Sports,Sports Item 15,1,261.75,261.75,91.45,COMPLETED,FR
ORD000109,CUST00266,C001,2024-01-03,Sports,Sports Item 37,1,114.8,114.8,55.84,COMPLETED,US
ORD000110,CUST04290,C001,2024-01-03,Clothing,Clothing Item 43,5,37.47,187.35,117.06,COMPLETED,CA
ORD000111,CUST01435,C001,2024-01-03,Clothing,Clothing Item 13,1,30.84,30.84,9.83,COMPLETED,DE
ORD000112,CUST02460,C001,2024-01-03,Toys,Toys Item 12,1,13.99,13.99,6.9,COMPLETED,UK
ORD000113,CUST00298,C001,2024-01-03,Beauty,Beauty Item 29,3,38.97,116.91,63.31,COMPLETED,UK
ORD000114,CUST03189,C001,2024-01-03,Toys,Toys Item 34,2,17.01,34.02,11.29,COMPLETED,CA
ORD000115,CUST00582,C001,2024-01-03,,Toys Item 40,3,119.79,359.37,218.32,COMPLETED,UK
ORD000116,CUST01785,C001,2024-01-03,Sports,Sports Item 7,2,118.2,236.4,129.01,COMPLETED,MX
ORD000117,CUST01957,C001,2024-01-03,Electronics,Electronics Item 29,2,717.17,1434.34,538.57,COMPLETED,US
ORD000118,CUST03153,C001,2024-01-04,Beauty,Beauty Item 20,1,40.45,40.45,25.3,COMPLETED,UK
ORD000119,CUST02669,C001,2024-01-04,Electronics,Electronics Item 27,3,317.45,952.3499999999999,529.52,COMPLETED,UK
ORD000120,CUST03679,C001,2024-01-04,Home & Garden,Home & Garden Item 43,1,197.36,197.36,100.48,COMPLETED,DE
ORD000121,CUST01105,C001,2024-01-04,Beauty,Beauty Item 29,1,106.83,106.83,48.71,COMPLETED,UK
ORD000122,CUST02211,C001,2024-01-04,Electronics,Electronics Item 1,3,527.61,1582.83,813.71,COMPLETED,US
ORD000123,CUST03098,C001,2024-01-04,Home & Garden,Home & Garden Item 49,1,226.05,226.05,94.05,COMPLETED,FR
ORD000124,CUST01434,C001,2024-01-04,Clothing,Clothing Item 19,4,74.66,298.64,138.96,COMPLETED,MX
ORD000125,CUST03905,C001,2024-01-04,Food & Beverage,Food & Beverage Item 29,1,58.86,58.86,28.64,COMPLETED,US
ORD000126,CUST02912,C001,2024-01-04,Home & Garden,Home & Garden Item 34,3,141.17,423.51,152.54,COMPLETED,CA
ORD000127,CUST01143,C001,2024-01-04,Beauty,Beauty Item 8,4,83.74,334.96,180.97,COMPLETED,CA
ORD000128,CUST00854,C001,2024-01-04,Beauty,Beauty Item 16,1,25.82,25.82,11.74,COMPLETED,UK
ORD000129,CUST02821,C001,2024-01-04,Electronics,Electronics Item 42,1,494.96,494.96,198.66,COMPLETED,FR
ORD000130,CUST03390,C001,2024-01-04,Beauty,Beauty Item 33,2,103.87,207.74,60.47,COMPLETED,US
ORD000131,CUST01830,C001,2024-01-04,Clothing,Clothing Item 28,1,71.78,71.78,31.29,COMPLETED,FR
ORD000132,CUST02452,C001,2024-01-04,Beauty,Beauty Item 50,1,109.49,109.49,41.52,COMPLETED,US
ORD000133,CUST02001,C001,2024-01-04,Clothing,Clothing Item 4,1,175.45,175.45,102.78,COMPLETED,CA
ORD000134,CUST02763,C001,2024-01-04,Beauty,Beauty Item 35,4,104.59,418.36,196.42,COMPLETED,FR
ORD000135,CUST01660,C001,2024-01-04,Beauty,Beauty Item 30,5,115.96,579.8,213.6,COMPLETED,US
ORD000136,CUST04304,C001,2024-01-04,Beauty,Beauty Item 41,1,55.92,55.92,19.45,COMPLETED,UK
ORD000137,CUST02056,C001,2024-01-04,Home & Garden,Home & Garden Item 31,1,297.64,297.64,121.1,COMPLETED,FR
ORD000138,CUST02823,C001,2024-01-04,Books,Books Item 12,2,22.51,45.02,19.18,COMPLETED,US
ORD000139,CUST01551,C001,2024-01-04,Toys,Toys Item 6,1,121.92,121.92,43.86,COMPLETED,AU
ORD000141,CUST01520,C001,2024-01-04,Clothing,Clothing Item 24,1,129.63,129.63,47.67,COMPLETED,CA
ORD000142,CUST02280,C001,2024-01-04,Electronics,Electronics Item 16,1,554.37,554.37,273.88,COMPLETED,US
ORD000143,CUST00420,C001,2024-01-04,Toys,Toys Item 33,1,59.91,59.91,27.98,COMPLETED,UK
ORD000144,CUST01563,C001,2024-01-04,Clothing,Clothing Item 49,2,68.44,136.88,76.74,COMPLETED,MX
ORD000145,CUST02952,C001,2024-01-04,Home & Garden,Home & Garden Item 9,3,187.85,563.55,260.73,COMPLETED,US
ORD000146,CUST03004,C001,2024-01-04,Electronics,Electronics Item 25,3,463.37,1390.1100000000001,684.97,COMPLETED,FR
ORD000147,CUST01723,C001,2024-01-04,Clothing,Clothing Item 35,2,81.86,163.72,69.64,COMPLETED,US
ORD000148,CUST01393,C001,2024-01-04,Toys,Toys Item 19,1,87.12,87.12,36.57,COMPLETED,FR
ORD000149,CUST01749,C001,2024-01-04,Home & Garden,Home & Garden Item 25,1,58.87,58.87,31.74,COMPLETED,UK
ORD000150,CUST01292,C001,2024-01-04,Beauty,Beauty Item 14,1,116.58,116.58,52.79,COMPLETED,MX
ORD000151,CUST02553,C001,2024-01-04,Sports,Sports Item 19,3,192.56,577.6800000000001,211.72,COMPLETED,FR
ORD000152,CUST00740,C001,2024-01-04,Home & Garden,Home & Garden Item 44,1,399.53,399.53,201.96,COMPLETED,US
ORD000154,CUST04294,C001,2024-01-04,Clothing,Clothing Item 41,1,153.93,153.93,99.97,COMPLETED,DE
ORD000155,CUST03100,C001,2024-01-04,Electronics,Electronics Item 1,1,821.3,821.3,393.55,COMPLETED,UK
ORD000156,CUST03498,C001,2024-01-04,Electronics,Electronics Item 43,5,436.99,2184.95,1291.85,COMPLETED,US
ORD000157,CUST03191,C001,2024-01-05,Toys,Toys Item 40,2,52.87,105.74,48.81,COMPLETED,US
ORD000159,CUST00595,C001,2024-01-05,Food & Beverage,Food & Beverage Item 31,2,39.15,78.3,42.47,COMPLETED,US
ORD000160,CUST01209,C001,2024-01-05,Toys,Toys Item 10,1,71.42,71.42,36.66,COMPLETED,UK
ORD000161,CUST01598,C001,2024-01-05,Clothing,Clothing Item 5,3,138.81,416.43,264.33,COMPLETED,US
ORD000163,CUST00250,C001,2024-01-05,Toys,Toys Item 15,1,71.85,71.85,39.75,COMPLETED,US
ORD000164,CUST04093,C001,2024-01-05,Beauty,Beauty Item 5,2,41.75,83.5,50.01,COMPLETED,UK
ORD000166,CUST00592,C001,2024-01-05,Clothing,Clothing Item 23,1,124.57,124.57,43.61,COMPLETED,UK
ORD000168,CUST00468,C001,2024-01-05,Home & Garden,Home & Garden Item 5,2,114.35,228.7,106.66,COMPLETED,DE
ORD000169,CUST02420,C001,2024-01-05,Clothing,Clothing Item 48,5,59.53,297.65,127.07,COMPLETED,UK
ORD000170,CUST02053,C001,2024-01-05,Sports,Sports Item 19,3,289.58,868.74,524.66,COMPLETED,FR
ORD000171,CUST01901,C001,2024-01-05,Home & Garden,Home & Garden Item 10,1,175.4,175.4,75.71,COMPLETED,UK
ORD000172,CUST02920,C001,2024-01-05,Beauty,Beauty Item 17,1,17.01,17.01,9.66,COMPLETED,CA
ORD000173,CUST03371,C001,2024-01-05,Books,Books Item 2,2,51.13,102.26,59.94,COMPLETED,US
ORD000174,CUST02232,C001,2024-01-05,Food & Beverage,Food & Beverage Item 21,1,45.78,45.78,24.4,COMPLETED,US
ORD000175,CUST01732,C001,2024-01-05,Home & Garden,Home & Garden Item 17,1,93.05,93.05,55.77,COMPLETED,AU
ORD000176,CUST01897,C001,2024-01-05,Sports,Sports Item 46,1,249.84,249.84,137.34,COMPLETED,US
ORD000177,CUST02099,C001,2024-01-05,Clothing,Clothing Item 34,4,104.46,417.84,153.32,COMPLETED,FR
ORD000178,CUST03988,C001,2024-01-05,Beauty,Beauty Item 1,3,65.28,195.84,91.86,COMPLETED,US
ORD000179,CUST03226,C001,2024-01-05,Clothing,Clothing Item 7,1,29.29,29.29,10.43,COMPLETED,UK
ORD000180,CUST00866,C001,2024-01-05,Sports,Sports Item 23,2,87.71,175.42,91.59,COMPLETED,US
ORD000181,CUST04371,C001,2024-01-05,Books,Books Item 50,1,38.45,38.45,20.53,COMPLETED,MX
ORD000182,CUST00150,C001,2024-01-05,Electronics,Electronics Item 9,2,605.78,1211.56,620.04,COMPLETED,MX
ORD000183,CUST03431,C001,2024-01-05,Sports,Sports Item 28,4,332.82,1331.28,668.15,COMPLETED,UK
ORD000184,CUST04287,C001,2024-01-05,Electronics,Electronics Item 22,1,386.32,386.32,207.3,COMPLETED,MX
ORD000185,CUST02193,C001,2024-01-05,Electronics,Electronics Item 1,4,772.47,3089.88,1629.43,COMPLETED,DE
ORD000186,CUST02932,C001,2024-01-05,Clothing,Clothing Item 34,2,78.67,157.34,58.3,COMPLETED,CA
ORD000187,CUST01542,C001,2024-01-05,Electronics,Electronics Item 2,3,754.35,2263.05,886.99,COMPLETED,CA
ORD000188,CUST04005,C001,2024-01-05,Toys,Toys Item 44,5,54.03,270.15,149.15,COMPLETED,UK
ORD000189,CUST03795,C001,2024-01-05,Electronics,Electronics Item 30,5,720.64,3603.2,1633.74,COMPLETED,DE
ORD000190,CUST02540,C001,2024-01-05,Clothing,Clothing Item 29,5,146.7,733.5,406.47,COMPLETED,MX
ORD000191,CUST00771,C001,2024-01-05,Beauty,Beauty Item 31,1,18.29,18.29,9.98,COMPLETED,MX
ORD000192,CUST04436,C001,2024-01-05,Toys,Toys Item 2,1,112.64,112.64,53.72,COMPLETED,US
ORD000193,CUST04071,C001,2024-01-05,Food & Beverage,Food & Beverage Item 31,2,31.96,63.92,38.8,COMPLETED,US
ORD000194,CUST00853,C001,2024-01-05,Toys,Toys Item 5,3,81.39,244.17000000000002,124.33,COMPLETED,MX
ORD000195,CUST00827,C001,2024-01-05,Home & Garden,Home & Garden Item 5,1,217.33,217.33,117.0,COMPLETED,CA
ORD000197,CUST02685,C001,2024-01-06,Beauty,Beauty Item 50,2,87.9,175.8,80.21,COMPLETED,US
ORD000198,CUST01362,C001,2024-01-06,Toys,Toys Item 42,2,116.62,233.24,92.88,COMPLETED,DE
ORD000199,CUST00525,C001,2024-01-06,Sports,Sports Item 23,2,156.41,312.82,158.35,COMPLETED,UK
ORD000200,CUST02743,C001,2024-01-06,Toys,Toys Item 14,2,38.68,77.36,37.99,COMPLETED,MX
ORD000201,CUST01665,C001,2024-01-06,Electronics,Electronics Item 8,2,390.65,781.3,309.11,COMPLETED,DE
ORD000202,CUST02093,C001,2024-01-06,Clothing,Clothing Item 1,3,133.6,400.79999999999995,236.04,COMPLETED,AU
ORD000203,CUST02227,C001,2024-01-06,Electronics,Electronics Item 8,1,483.42,483.42,239.37,COMPLETED,MX
ORD000204,CUST02559,C001,2024-01-06,Food & Beverage,Food & Beverage Item 27,3,12.82,38.46,19.93,COMPLETED,US
ORD000206,CUST02191,C001,2024-01-06,Clothing,Clothing Item 24,1,114.19,114.19,43.41,COMPLETED,FR
ORD000207,CUST03936,C001,2024-01-06,Books,Books Item 18,1,50.25,50.25,21.89,COMPLETED,CA
ORD000208,CUST04168,C001,2024-01-06,Toys,Toys Item 47,2,75.68,151.36,40.35,COMPLETED,FR
ORD000209,CUST03968,C001,2024-01-06,Toys,Toys Item 48,3,137.62,412.86,187.94,COMPLETED,CA
ORD000210,CUST00452,C001,2024-01-06,Beauty,Beauty Item 46,1,87.79,87.79,51.38,COMPLETED,FR
ORD000211,CUST00876,C001,2024-01-06,Home & Garden,Home & Garden Item 11,2,373.5,747.0,341.68,COMPLETED,US
ORD000212,CUST00383,C001,2024-01-06,Clothing,Clothing Item 30,1,52.16,52.16,19.85,COMPLETED,UK
ORD000213,CUST00005,C001,2024-01-06,Home & Garden,Home & Garden Item 45,4,396.53,1586.12,648.21,COMPLETED,UK
ORD000215,CUST01289,C001,2024-01-06,Sports,Sports Item 41,1,222.43,222.43,121.82,COMPLETED,AU
ORD000216,CUST03336,C001,2024-01-06,Home & Garden,Home & Garden Item 10,3,80.13,240.39,99.12,COMPLETED,CA
ORD000217,CUST02020,C001,2024-01-06,Food & Beverage,Food & Beverage Item 33,5,37.74,188.70000000000002,120.14,COMPLETED,MX
ORD000219,CUST01291,C001,2024-01-06,Food & Beverage,Food & Beverage Item 7,1,13.14,13.14,6.2,COMPLETED,AU
ORD000220,CUST02875,C001,2024-01-06,Electronics,Electronics Item 45,1,759.86,759.86,454.8,COMPLETED,UK
ORD000221,CUST01855,C001,2024-01-06,Electronics,Electronics Item 46,3,251.3,753.9000000000001,291.68,COMPLETED,UK
ORD000222,CUST03568,C001,2024-01-06,Home & Garden,Home & Garden Item 12,2,149.5,299.0,150.34,COMPLETED,FR
ORD000225,CUST00263,C001,2024-01-06,Food & Beverage,Food & Beverage Item 29,1,41.72,41.72,20.65,COMPLETED,FR
ORD000226,CUST03153,C001,2024-01-06,Clothing,Clothing Item 2,1,73.16,73.16,39.28,COMPLETED,AU
ORD000227,CUST02850,C001,2024-01-06,Books,Books Item 24,1,59.05,59.05,21.77,COMPLETED,MX
ORD000228,CUST04355,C001,2024-01-06,Home & Garden,Home & Garden Item 44,1,325.2,325.2,198.96,COMPLETED,AU
ORD000229,CUST04475,C001,2024-01-06,Sports,Sports Item 10,4,238.14,952.56,543.5,COMPLETED,US
ORD000230,CUST02570,C001,2024-01-06,Home & Garden,Home & Garden Item 24,2,42.95,85.9,49.89,COMPLETED,DE
ORD000231,CUST03660,C001,2024-01-06,Books,Books Item 17,3,26.89,80.67,38.28,COMPLETED,US
ORD000232,CUST00549,C001,2024-01-06,Toys,Toys Item 22,3,35.83,107.49,51.2,COMPLETED,US
ORD000233,CUST00542,C001,2024-01-06,Sports,Sports Item 27,2,185.07,370.14,171.16,COMPLETED,MX
ORD000234,CUST02272,C001,2024-01-06,Books,Books Item 50,1,12.0,12.0,4.4,COMPLETED,US
ORD000235,CUST01157,C001,2024-01-07,Electronics,Electronics Item 48,1,656.36,656.36,236.34,COMPLETED,US
ORD000236,CUST00020,C001,2024-01-07,Electronics,Electronics Item 40,1,546.02,546.02,251.97,COMPLETED,CA
ORD000237,CUST00357,C001,2024-01-07,Beauty,Beauty Item 50,4,73.33,293.32,146.88,COMPLETED,CA
ORD000238,CUST00979,C001,2024-01-07,Beauty,Beauty Item 16,2,108.9,217.8,90.35,COMPLETED,US
ORD000239,CUST04270,C001,2024-01-07,Toys,Toys Item 22,2,56.66,113.32,42.55,COMPLETED,UK
ORD000243,CUST03367,C001,2024-01-07,Books,Books Item 5,1,37.56,37.56,9.69,COMPLETED,CA
ORD000244,CUST03524,C001,2024-01-07,Food & Beverage,Food & Beverage Item 46,3,68.06,204.18,128.03,COMPLETED,AU
ORD000245,CUST02841,C001,2024-01-07,Sports,Sports Item 18,1,305.78,305.78,170.81,COMPLETED,UK
ORD000246,CUST02159,C001,2024-01-07,Sports,Sports Item 1,1,249.33,249.33,153.48,COMPLETED,US
ORD000247,CUST00004,C001,2024-01-07,Clothing,Clothing Item 44,3,32.65,97.94999999999999,46.63,COMPLETED,AU
ORD000248,CUST00983,C001,2024-01-07,Beauty,Beauty Item 7,1,56.03,56.03,22.28,COMPLETED,CA
ORD000249,CUST02830,C001,2024-01-07,Toys,Toys Item 19,4,53.84,215.36,85.98,COMPLETED,MX
ORD000250,CUST02218,C001,2024-01-07,Clothing,Clothing Item 21,1,104.54,104.54,38.01,COMPLETED,US
ORD000252,CUST02087,C001,2024-01-07,Electronics,Electronics Item 24,1,289.76,289.76,138.13,COMPLETED,CA
ORD000253,CUST04015,C001,2024-01-07,Clothing,Clothing Item 33,1,107.05,107.05,44.15,COMPLETED,US
ORD000254,CUST02559,C001,2024-01-07,Toys,Toys Item 18,1,16.99,16.99,8.27,COMPLETED,FR
ORD000255,CUST03882,C001,2024-01-07,Home & Garden,Home & Garden Item 1,2,160.56,321.12,154.81,COMPLETED,MX
ORD000259,CUST00269,C001,2024-01-07,Electronics,Electronics Item 33,4,871.43,3485.72,1649.3,COMPLETED,UK
ORD000260,CUST04073,C001,2024-01-07,Electronics,Electronics Item 2,1,879.87,879.87,420.07,COMPLETED,MX
ORD000261,CUST02346,C001,2024-01-07,Clothing,Clothing Item 42,1,55.71,55.71,35.15,COMPLETED,US
ORD000262,CUST00600,C001,2024-01-07,Electronics,Electronics Item 34,4,312.72,1250.88,657.04,COMPLETED,FR
ORD000264,CUST03856,C001,2024-01-07,Home & Garden,Home & Garden Item 43,3,264.86,794.58,421.51,COMPLETED,CA
